"公众号名称","文章链接","文章配图","公众号初始id","原文链接","文章标题","朋友圈描述","公众号二维码","日期","是否原创","文章作者"
"广州实习吧","http://mp.weixin.qq.com/s?__biz=MzAxOTEyMDI1MQ==&mid=207167590&idx=2&sn=e00bf033077aa97e47101c9b066526cb&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/zyOabgIgHk4TF90maSuhKS40Pia625b2W7yI22JAbUQiawHBsdBcgWWx2GBzbKSl31zdneba0Aav7ywogLyOicsTA/0?wx_fmt=jpeg","gh_e6bcb4fb25cd","http://pr.beijing-hyundai.com.cn/Campus_Recruiting.html#rd","校招 | 北京现代 · 2016校园招聘","公司介绍北京现代汽车有限公司（以下简称“北京现代”），于2002年10月18日成立，是中国加入WTO后被批准","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzAxOTEyMDI1MQ==","2015-09-02","N","无作者"
"华为武汉长沙校园招聘","http://mp.weixin.qq.com/s?__biz=MzAxOTEyMDI1MQ==&mid=207167590&idx=2&sn=e00bf033077aa97e47101c9b066526cb&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/ZnIxSfdSsgdoW85Cibhsk0qul59pZBWepP7R3t6Tx5ww3zJ3mfTPGdKBNXcsicT6xuNEDuI4x9BMxm1BlXwqVkLg/0?wx_fmt=jpeg","gh_e6bcb4fb25cd","http://pr.beijing-hyundai.com.cn/Campus_Recruiting.html#rd","校招 | 北京现代 · 2016校园招聘","公司介绍北京现代汽车有限公司（以下简称“北京现代”），于2002年10月18日成立，是中国加入WTO后被批准","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzAxOTEyMDI1MQ==","2015-09-02","N","无作者"
"OUC就业直通车","http://mp.weixin.qq.com/s?__biz=MjM5NzY1MDI1Nw==&mid=211107432&idx=2&sn=08dc45f6394ee8125a813b831f22cd79&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/lYz19u47mmxpvQAnINVaMlj8EXrGJzic08qyG7ibnYTBbTibvKsIobJpVotngSIN5EcC18AHbgib2aVnfkKzFKZhLg/0?wx_fmt=jpeg","gh_a4f5ad4f2315","http://campus.liepin.com/event/matrix/#rd?sukey=fc78a68049a14bb26c717b0ed20bdc01ec0664832d65601db37458d50bd8341c90ac170bfbd4c1dcaafee05d56d877d7","校招 | 经纬系2016校园招聘启动啦","<U+FEFF>公司介绍经纬中国关注投资领域主要包括移动社交、交易平台、O2O、电商、智能硬件、互联网教育、垂直社区、文化","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MjM5NzY1MDI1Nw==","2015-09-02","N","无作者"
"OUC就业直通车","http://mp.weixin.qq.com/s?__biz=MjM5NzY1MDI1Nw==&mid=211107432&idx=2&sn=08dc45f6394ee8125a813b831f22cd79&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/lYz19u47mmxpvQAnINVaMlj8EXrGJzic0VNuLiasQlcxF8ryqx5ZlTeJ6eC9tAIHlswhIKTwPibE8VuhEkmFBiaY2w/0?wx_fmt=jpeg","gh_a4f5ad4f2315","http://campus.liepin.com/event/matrix/#rd?sukey=fc78a68049a14bb26c717b0ed20bdc01ec0664832d65601db37458d50bd8341c90ac170bfbd4c1dcaafee05d56d877d7","校招 | 经纬系2016校园招聘启动啦","<U+FEFF>公司介绍经纬中国关注投资领域主要包括移动社交、交易平台、O2O、电商、智能硬件、互联网教育、垂直社区、文化","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MjM5NzY1MDI1Nw==","2015-09-02","N","无作者"
"武汉实习吧","http://mp.weixin.qq.com/s?__biz=MjM5OTgyNDQwMQ==&mid=209791689&idx=1&sn=6ec52ed179985994b5c1eee8b5043f6f&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/sNTCGXNibCh5SqGjMZJcPic6q4CWuZbBHeZY7fKhHzklamJfkYr8xbco4Z3ERy1FYt3eA2dv7aW7D7WzueUrVLgQ/0?wx_fmt=jpeg","gh_276d97006400","http://career.huawei.com/recruitment#rd","【校招故事会】学无止境，贵在有恒","曾经有童鞋问过，在华为工作是怎样的一种经历？今天，武长君来告诉你~~~","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MjM5OTgyNDQwMQ==","2015-09-02","N","无作者"
"西安实习吧","http://mp.weixin.qq.com/s?__biz=MjM5OTgyNDQwMQ==&mid=209791689&idx=1&sn=6ec52ed179985994b5c1eee8b5043f6f&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/ibcse67uNalQ1DYSKHwPSOIUp3iajatouxm879hmvxYTR8IKEOeMafEddnjp8bIz78XmTHsgOJFiaWOIdibIRXicLDw/0?wx_fmt=jpeg","gh_276d97006400","http://career.huawei.com/recruitment#rd","【校招故事会】学无止境，贵在有恒","曾经有童鞋问过，在华为工作是怎样的一种经历？今天，武长君来告诉你~~~","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MjM5OTgyNDQwMQ==","2015-09-02","N","无作者"
"OUC就业直通车","http://mp.weixin.qq.com/s?__biz=MzA4ODUzNzUyNA==&mid=208348149&idx=1&sn=2decf1d23e6d886698ddb438e0ebd5ce&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/lYz19u47mmxpvQAnINVaMlj8EXrGJzic0Vh6segOzgkzvnFlDlhnU9pPD2pxCpJ6hoQC8ibhaWhjSUpcBprYEbUw/0?wx_fmt=jpeg","gh_0964e0d919a4","http://campus.51job.com/unionpay/#rd","校招|中国银联2016校园招聘","1公司介绍　　中国银联是中国银行卡联合组织，通过银联跨行交易清算系统，实现商业银行系统间的互联互通和资源共享","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzA4ODUzNzUyNA==","2015-09-02","N","张枫茗"
"找事儿实习","http://mp.weixin.qq.com/s?__biz=MzAxMjM5MjU0NQ==&mid=211870790&idx=2&sn=457d5a884024bfdae3785c28185dec7a&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/nvXxicTq9RibIZcicvmXPqQJnKczK8dGEicTShxrrWWHd8vibtFZuIbbDUW5ZpKiaibjaNMEK6kQ5Ibia235sY6MictxibOw/0?wx_fmt=jpeg","gh_624d7349b122","","校招丨今日头条2016校园招聘","　同学们好，今日头条的校园招聘已正式启动。　　今日头条作为移动互联网时代的佼佼者，一直致力于做最好的信息推荐","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzAxMjM5MjU0NQ==","2015-09-02","N","无作者"
"SocialBeta招聘","http://mp.weixin.qq.com/s?__biz=MjM5NTA2MTk4MA==&mid=210333880&idx=1&sn=8c19ef1c7e83547a52a4add23850a753&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/3ofw5loYQ3KIX8YS2nXBnWHIUbiaQAr74G8UNVFoen4hZBueWDREpKLg6XWLOqJPyX2ZufABibhzPExk66QaFvHQ/0?wx_fmt=jpeg","gh_21e71bdab480","http://mp.weixin.qq.com/s?__biz=MjM5NTA2MTk4MA==&mid=209908641&idx=1&sn=86ba537a891e88a087449533e7d7e55e&scene=18#rd","校招开始了招聘人数却在减少，先找份实习让自己变强大吧|8家公司实习生招聘来袭","SocialBeta联合多家优质雇主，长期发布与社会化营销/PR/Digital/Mobile/媒体/创意/","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MjM5NTA2MTk4MA==","2015-09-02","N","无作者"
"美满电子招聘","http://mp.weixin.qq.com/s?__biz=MjM5NTA2MTk4MA==&mid=210333880&idx=1&sn=8c19ef1c7e83547a52a4add23850a753&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/yVWQXww5kicaBj5kQbEadJDocqxhaQ2LnOroKFpmTXW0QaLqN1QRfGicMKMl4gqnBEzpoCJicpTP70iaFjaRIYg4xw/0?wx_fmt=jpeg","gh_21e71bdab480","http://mp.weixin.qq.com/s?__biz=MjM5NTA2MTk4MA==&mid=209908641&idx=1&sn=86ba537a891e88a087449533e7d7e55e&scene=18#rd","校招开始了招聘人数却在减少，先找份实习让自己变强大吧|8家公司实习生招聘来袭","SocialBeta联合多家优质雇主，长期发布与社会化营销/PR/Digital/Mobile/媒体/创意/","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MjM5NTA2MTk4MA==","2015-09-02","N","无作者"
"广州实习吧","http://mp.weixin.qq.com/s?__biz=MzA4Njc3NzUzNA==&mid=212158914&idx=2&sn=3224875cf88d4c6d7b8c41a6256e050d&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/zyOabgIgHk4TF90maSuhKS40Pia625b2W8bmQbuB1j5FGJlcY4dVuYrJ2zcMF3ToAvcmFI5nayiaJKuC0ibJVgwTA/0?wx_fmt=jpeg","gh_d93302244843","","校招预告","小伙伴们日思夜想的校招终于要来咯！请持续关注“美满电子招聘”，并分享给你的小伙伴，更多2016届校招详细信息","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzA4Njc3NzUzNA==","2015-09-02","N","无作者"
"数码视讯","http://mp.weixin.qq.com/s?__biz=MzA4Njc3NzUzNA==&mid=212158914&idx=2&sn=3224875cf88d4c6d7b8c41a6256e050d&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/2kHZF3bKGWA9ibBJiamfVDAZDyA9KWYia0ObgSwtV2oJic1Ceu4ztQuZ0t13jbrLQn3Bmg4D23BtAvXQ5ZkRRGh20A/0?wx_fmt=jpeg","gh_d93302244843","","校招预告","小伙伴们日思夜想的校招终于要来咯！请持续关注“美满电子招聘”，并分享给你的小伙伴，更多2016届校招详细信息","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzA4Njc3NzUzNA==","2015-09-02","N","无作者"
"i实习","http://mp.weixin.qq.com/s?__biz=MjM5NzY1MDI1Nw==&mid=211107432&idx=3&sn=b2f5a5262ab92427905d6ec7ec914215&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/SSWQVLic3sjaNfvFsr0vLw9tNkTkFCNl6vQJ8MzR0ac0QGFFpfy0xjyIQ4ibPDmAHQpYoYW2FG4bLnnfpF8zqqWA/0?wx_fmt=jpeg","gh_a4f5ad4f2315","http://colgatecampus.kuaizhan.com/fp/page/display/55bd8f3749893e4864c4387a?from=timeline&isappinstalled=0#rd","校招 | 高露洁2016校园招聘启动啦","公司介绍成立于1806年，威廉·高露洁以自己的名字注册了一家公司，以生产牙膏开始事业。1890年，高露洁走出","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MjM5NzY1MDI1Nw==","2015-09-02","N","无作者"
"i实习","http://mp.weixin.qq.com/s?__biz=MjM5NzY1MDI1Nw==&mid=211107432&idx=3&sn=b2f5a5262ab92427905d6ec7ec914215&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/SSWQVLic3sjaNfvFsr0vLw9tNkTkFCNl6A6VJJicQItbMiciaERKKWo0Tu0XcXWOkBbS4tgFhib9qbfia9XDdSSN3Itw/0?wx_fmt=jpeg","gh_a4f5ad4f2315","http://colgatecampus.kuaizhan.com/fp/page/display/55bd8f3749893e4864c4387a?from=timeline&isappinstalled=0#rd","校招 | 高露洁2016校园招聘启动啦","公司介绍成立于1806年，威廉·高露洁以自己的名字注册了一家公司，以生产牙膏开始事业。1890年，高露洁走出","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MjM5NzY1MDI1Nw==","2015-09-02","N","无作者"
"大连在校生实习大全","http://mp.weixin.qq.com/s?__biz=MzAwNTA1NDQ4Mg==&mid=211494005&idx=1&sn=cc6de71ffa8561f474aed1bb79193f9c&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/qT7nsM1oDL55brvrN4yadJA4YDJTU1A8XsysEYbABqBJBz6v5htneW3lORDFkJawWXFGPj6ygIYhicQuPO32lVg/0?wx_fmt=jpeg","gh_84ab9c7b55b8","","【校招】数码视讯2016校园招聘正式启动：我们的征途是阳光雨露","我们的征途是披荆斩棘，是阳光雨露，是星辰大海。有机会，就放肆，怎能让这不停燃烧的心消逝在平庸里。梦有多远，","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzAwNTA1NDQ4Mg==","2015-09-02","N","无作者"
"商华正茂","http://mp.weixin.qq.com/s?__biz=MzAwNTA1NDQ4Mg==&mid=211494005&idx=1&sn=cc6de71ffa8561f474aed1bb79193f9c&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/Wl9AribiaZiayxIJPwkkhJITNicqPORJmaicNaIEibF3Pj35XyQSGtuvHuT7p5qawNgjgjWshLibIqVW1zN3vaTuaDteA/0?wx_fmt=jpeg","gh_84ab9c7b55b8","","【校招】数码视讯2016校园招聘正式启动：我们的征途是阳光雨露","我们的征途是披荆斩棘，是阳光雨露，是星辰大海。有机会，就放肆，怎能让这不停燃烧的心消逝在平庸里。梦有多远，","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MzAwNTA1NDQ4Mg==","2015-09-02","N","无作者"
"四川强生TLS","http://mp.weixin.qq.com/s?__biz=MjM5MjE4NDcxNg==&mid=215953225&idx=2&sn=6f3bb44bc9ccd032b2a91533fb77fb03&3rd=MzA3MDU4NTYzMw==&scene=6#rd","http://img01.store.sogou.com/net/a/04/link?appid=100520031&url=http://mmbiz.qpic.cn/mmbiz/a1gPkM7F1PgViawntqkj85lCSEcO0Ccyg0fBjxl7DxwQwribGwYxjxG0ngdbZjdX6Z6mTGMZiazDnqZFPvlx0cy4w/0?wx_fmt=jpeg","gh_23c1eed8489a","http://campus.tcl.com/#rd","【校招】TCL2016校园招聘启动了~~","我是萌萌哒小i君你的欢乐，我的幸福全球销量排名第四的TCL开始招聘了!!!此次TCL将陆续前往哈尔滨、北京、","http://mp.weixin.qq.com/mp/qrcode?scene=10000001&size=102&__biz=MjM5MjE4NDcxNg==","2015-09-02","N",""
